Review ID,Raw Review Text,Final Entity,Final Tag,clean_Raw Review Text,token,counter,dup_count,mismatch_count,ground
1335,i am happy i bought his for young people because as a 60 y . of . women there no way i could sleep on this but my grand kids love them ! !,"['bought', '60 y', 'women', 'sleep on', 'kids']","['Purchase', 'Age', 'Women', 'Sleep Quality', 'Family Members']",i am happy i bought his for young people because as a 60 y . of . women there no way i could sleep on this but my grand kids love them ! !,"['i', 'am', 'happy', 'i', 'bought', 'his', 'for', 'young', 'people', 'because', 'as', 'a', '60', 'y', '.', 'of', '.', 'women', 'there', 'no', 'way', 'i', 'could', 'sleep', 'on', 'this', 'but', 'my', 'grand', 'kids', 'love', 'them', '!', '!']","[1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Age', 'I-Age', 'O', 'O', 'O', 'B-Women', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'B-Family Members', 'O', 'O', 'O', 'O']"
1336,"great foam matress . highly recommend removing fiberglass sock before bringing it inside . the cover has a zipper but the sock we had to cut it off with utility scissor in the garage with gloves , use a mask as well .","['foam', 'recommend']","['Foam', 'Recommend']","great foam matress . highly recommend removing fiberglass sock before bringing it inside . the cover has a zipper but the sock we had to cut it off with utility scissor in the garage with gloves , use a mask as well .","['great', 'foam', 'matress', '.', 'highly', 'recommend', 'removing', 'fiberglass', 'sock', 'before', 'bringing', 'it', 'inside', '.', 'the', 'cover', 'has', 'a', 'zipper', 'but', 'the', 'sock', 'we', 'had', 'to', 'cut', 'it', 'off', 'with', 'utility', 'scissor', 'in', 'the', 'garage', 'with', 'gloves', ',', 'use', 'a', 'mask', 'as', 'well', '.']","[1, 1]",0,0,"['O', 'B-Foam', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1337,great mattress for the money i would highly recommend it sleep terrific,"['mattress', 'recommend']","['Mattress', 'Recommend']",great mattress for the money i would highly recommend it sleep terrific,"['great', 'mattress', 'for', 'the', 'money', 'i', 'would', 'highly', 'recommend', 'it', 'sleep', 'terrific']","[1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O']"
1338,my favorite time in the entire day is the moment i can climb into my new bed . . . i love it !,"['entire day', 'new', 'bed']","['Duration', 'Newness', 'Bed']",my favorite time in the entire day is the moment i can climb into my new bed . . . i love it !,"['my', 'favorite', 'time', 'in', 'the', 'entire', 'day', 'is', 'the', 'moment', 'i', 'can', 'climb', 'into', 'my', 'new', 'bed', '.', '.', '.', 'i', 'love', 'it', '!']","[1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Newness', 'B-Bed', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1339,"this is awful . i do not know who to contact . this mattress after letting it sit for more than the recommended 48 hours , is only 4 . 5 inches thick . this is not a 6 inch mattress . so disappointed .","['mattress', 'recommended', '48 hours', '4 . 5 inches thick']","['Mattress', 'Recommend', 'Duration', 'Thickness']","this is awful . i do not know who to contact . this mattress after letting it sit for more than the recommended 48 hours , is only 4 . 5 inches thick . this is not a 6 inch mattress . so disappointed .","['this', 'is', 'awful', '.', 'i', 'do', 'not', 'know', 'who', 'to', 'contact', '.', 'this', 'mattress', 'after', 'letting', 'it', 'sit', 'for', 'more', 'than', 'the', 'recommended', '48', 'hours', ',', 'is', 'only', '4', '.', '5', 'inches', 'thick', '.', 'this', 'is', 'not', 'a', '6', 'inch', 'mattress', '.', 'so', 'disappointed', '.']","[2, 1, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Recommend', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O']"
1340,at first i was skeptical because i could not sit on it or touch it before buying but since it a hybrid mattress i gave it a try and it has been a great investment !,"['buying', 'mattress']","['Purchase', 'Mattress']",at first i was skeptical because i could not sit on it or touch it before buying but since it a hybrid mattress i gave it a try and it has been a great investment !,"['at', 'first', 'i', 'was', 'skeptical', 'because', 'i', 'could', 'not', 'sit', 'on', 'it', 'or', 'touch', 'it', 'before', 'buying', 'but', 'since', 'it', 'a', 'hybrid', 'mattress', 'i', 'gave', 'it', 'a', 'try', 'and', 'it', 'has', 'been', 'a', 'great', 'investment', '!']","[1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1341,it so bad and to comfortable at all i feel like sleeping on the platform and the 6inch is not really 6inch it 5 inches i wo not recommend even to someone i do not like wasting of money if i could give it zero star i will it overrated,"['comfortable', 'feel', 'sleeping', '6inch', '5 inches', 'recommend']","['Comfort', 'Feel', 'Sleep Quality', 'Thickness', 'Thickness', 'Recommend']",it so bad and to comfortable at all i feel like sleeping on the platform and the 6inch is not really 6inch it 5 inches i wo not recommend even to someone i do not like wasting of money if i could give it zero star i will it overrated,"['it', 'so', 'bad', 'and', 'to', 'comfortable', 'at', 'all', 'i', 'feel', 'like', 'sleeping', 'on', 'the', 'platform', 'and', 'the', '6inch', 'is', 'not', 'really', '6inch', 'it', '5', 'inches', 'i', 'wo', 'not', 'recommend', 'even', 'to', 'someone', 'i', 'do', 'not', 'like', 'wasting', 'of', 'money', 'if', 'i', 'could', 'give', 'it', 'zero', 'star', 'i', 'will', 'it', 'overrated']","[1, 1, 1, 2, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Feel', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'B-Thickness', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1342,no more back pain . my first ever new mattress . it was so fun watching it grow into a mattress from a rolled up boxed item . excellent i recommend this product .,"['back pain', 'new', 'mattress', 'recommend', 'product']","['Pain Relief', 'Newness', 'Mattress', 'Recommend', 'Product']",no more back pain . my first ever new mattress . it was so fun watching it grow into a mattress from a rolled up boxed item . excellent i recommend this product .,"['no', 'more', 'back', 'pain', '.', 'my', 'first', 'ever', 'new', 'mattress', '.', 'it', 'was', 'so', 'fun', 'watching', 'it', 'grow', 'into', 'a', 'mattress', 'from', 'a', 'rolled', 'up', 'boxed', 'item', '.', 'excellent', 'i', 'recommend', 'this', 'product', '.']","[1, 1, 2, 1, 1]",1,0,"['O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'O', 'B-Newness', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'B-Product', 'O']"
1343,we bought this for our very large teen and he loves it . it is extremely comfortable and i am honestly a little jealous lol we did let the mattress rise for the full 24 hours recommended before we lay or sat on the bed even though it looks fully fluffed after just a few hours .,"['bought', 'comfortable', 'mattress', 'full', 'recommended', 'bed', 'fully', 'fluffed', 'few hours']","['Purchase', 'Comfort', 'Mattress', 'Duration', 'Recommend', 'Bed', 'Expansion', 'Expansion', 'Duration']",we bought this for our very large teen and he loves it . it is extremely comfortable and i am honestly a little jealous lol we did let the mattress rise for the full 24 hours recommended before we lay or sat on the bed even though it looks fully fluffed after just a few hours .,"['we', 'bought', 'this', 'for', 'our', 'very', 'large', 'teen', 'and', 'he', 'loves', 'it', '.', 'it', 'is', 'extremely', 'comfortable', 'and', 'i', 'am', 'honestly', 'a', 'little', 'jealous', 'lol', 'we', 'did', 'let', 'the', 'mattress', 'rise', 'for', 'the', 'full', '24', 'hours', 'recommended', 'before', 'we', 'lay', 'or', 'sat', 'on', 'the', 'bed', 'even', 'though', 'it', 'looks', 'fully', 'fluffed', 'after', 'just', 'a', 'few', 'hours', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'B-Duration', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Bed', 'O', 'O', 'O', 'O', 'B-Expansion', 'B-Expansion', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O']"
1344,hmmm it alright . bought it for my 3 year old . she ca not tell the difference but would not recommend for bigger kids or adult . would recommend you look for something more thicker because if your an adult your going to squish these thing down .,"['bought', 'recommend', 'kids']","['Purchase', 'Recommend', 'Family Members']",hmmm it alright . bought it for my 3 year old . she ca not tell the difference but would not recommend for bigger kids or adult . would recommend you look for something more thicker because if your an adult your going to squish these thing down .,"['hmmm', 'it', 'alright', '.', 'bought', 'it', 'for', 'my', '3', 'year', 'old', '.', 'she', 'ca', 'not', 'tell', 'the', 'difference', 'but', 'would', 'not', 'recommend', 'for', 'bigger', 'kids', 'or', 'adult', '.', 'would', 'recommend', 'you', 'look', 'for', 'something', 'more', 'thicker', 'because', 'if', 'your', 'an', 'adult', 'your', 'going', 'to', 'squish', 'these', 'thing', 'down', '.']","[1, 2, 1]",1,0,"['O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'B-Family Members', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1345,"mattress very dirty in one side , and it does not expand in the corners , i do not recommend it to nobody it better to order regular mattress","['mattress', 'recommend']","['Mattress', 'Recommend']","mattress very dirty in one side , and it does not expand in the corners , i do not recommend it to nobody it better to order regular mattress","['mattress', 'very', 'dirty', 'in', 'one', 'side', ',', 'and', 'it', 'does', 'not', 'expand', 'in', 'the', 'corners', ',', 'i', 'do', 'not', 'recommend', 'it', 'to', 'nobody', 'it', 'better', 'to', 'order', 'regular', 'mattress']","[2, 1]",1,0,"['B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress']"
1346,"the mattress is pretty standard for a futon mattress , it will get the job done . however we were very disappointed to see that ours arrived with two large holes in the stitching . i had to repair them myself because we do not have time to get a replacement before we need the mattress , plus that a huge hassle with a big item like this . not pleased with having to repair a new $ 200 item . i have contacted the seller and am waiting for a response . i will update if i receive support . * update * seller responded with an apology and gave a full refund within 24 hours . increased review to reflect good customer service . thank you .","['mattress', 'arrived', 'replacement', '$ 200', 'seller', 'support', 'apology', 'refund', '24 hours', 'service']","['Mattress', 'Delivery', 'Replace Products', 'Price', 'Amazon', 'Support', 'Apology', 'Refundable', 'Duration', 'Customer Service']","the mattress is pretty standard for a futon mattress , it will get the job done . however we were very disappointed to see that ours arrived with two large holes in the stitching . i had to repair them myself because we do not have time to get a replacement before we need the mattress , plus that a huge hassle with a big item like this . not pleased with having to repair a new $ 200 item . i have contacted the seller and am waiting for a response . i will update if i receive support . * update * seller responded with an apology and gave a full refund within 24 hours . increased review to reflect good customer service . thank you .","['the', 'mattress', 'is', 'pretty', 'standard', 'for', 'a', 'futon', 'mattress', ',', 'it', 'will', 'get', 'the', 'job', 'done', '.', 'however', 'we', 'were', 'very', 'disappointed', 'to', 'see', 'that', 'ours', 'arrived', 'with', 'two', 'large', 'holes', 'in', 'the', 'stitching', '.', 'i', 'had', 'to', 'repair', 'them', 'myself', 'because', 'we', 'do', 'not', 'have', 'time', 'to', 'get', 'a', 'replacement', 'before', 'we', 'need', 'the', 'mattress', ',', 'plus', 'that', 'a', 'huge', 'hassle', 'with', 'a', 'big', 'item', 'like', 'this', '.', 'not', 'pleased', 'with', 'having', 'to', 'repair', 'a', 'new', '$', '200', 'item', '.', 'i', 'have', 'contacted', 'the', 'seller', 'and', 'am', 'waiting', 'for', 'a', 'response', '.', 'i', 'will', 'update', 'if', 'i', 'receive', 'support', '.', '*', 'update', '*', 'seller', 'responded', 'with', 'an', 'apology', 'and', 'gave', 'a', 'full', 'refund', 'within', '24', 'hours', '.', 'increased', 'review', 'to', 'reflect', 'good', 'customer', 'service', '.', 'thank', 'you', '.']","[3, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Delivery', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Replace Products', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'I-Price', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Amazon', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Support', 'O', 'O', 'O', 'O', 'B-Amazon', 'O', 'O', 'O', 'B-Apology', 'O', 'O', 'O', 'O', 'B-Refundable', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Customer Service', 'O', 'O', 'O', 'O']"
1347,"i was blown away by this company . the mattress arrived in 2 days and was super easy to set up . it is beautiful , and exactly as pictured . it did not work for me personally and when i reached out to the seller i was greeted with a sincere apology , suggestion for a product that might better suite me and a full refund that day ! now that is customer service ! do not hesitate in giving this mattress a try . accord sleep systems is a top notch company .","['mattress', 'arrived', '2 days', 'easy', 'to set up', 'apology', 'product', 'day', 'customer service', 'sleep']","['Mattress', 'Delivery', 'Duration', 'Ease', 'Assembly', 'Apology', 'Product', 'Time Of Day', 'Customer Service', 'Sleep Quality']","i was blown away by this company . the mattress arrived in 2 days and was super easy to set up . it is beautiful , and exactly as pictured . it did not work for me personally and when i reached out to the seller i was greeted with a sincere apology , suggestion for a product that might better suite me and a full refund that day ! now that is customer service ! do not hesitate in giving this mattress a try . accord sleep systems is a top notch company .","['i', 'was', 'blown', 'away', 'by', 'this', 'company', '.', 'the', 'mattress', 'arrived', 'in', '2', 'days', 'and', 'was', 'super', 'easy', 'to', 'set', 'up', '.', 'it', 'is', 'beautiful', ',', 'and', 'exactly', 'as', 'pictured', '.', 'it', 'did', 'not', 'work', 'for', 'me', 'personally', 'and', 'when', 'i', 'reached', 'out', 'to', 'the', 'seller', 'i', 'was', 'greeted', 'with', 'a', 'sincere', 'apology', ',', 'suggestion', 'for', 'a', 'product', 'that', 'might', 'better', 'suite', 'me', 'and', 'a', 'full', 'refund', 'that', 'day', '!', 'now', 'that', 'is', 'customer', 'service', '!', 'do', 'not', 'hesitate', 'in', 'giving', 'this', 'mattress', 'a', 'try', '.', 'accord', 'sleep', 'systems', 'is', 'a', 'top', 'notch', 'company', '.']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'B-Delivery', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'B-Ease', 'B-Assembly', 'I-Assembly', 'I-Assembly', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Apology', 'O', 'O', 'O', 'O', 'B-Product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Time Of Day', 'O', 'O', 'O', 'O', 'B-Customer Service', 'I-Customer Service', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1348,"i have been sleeping on this mattress for exactly 3 years . the first year was pretty comfy . second year it started to sink , and now i sleep in a big pit . i am 59 and 140 lbs . i contacted the company to get a replacement based on their warranty , but because it is foam with a pillowy topper which stays pretty even on top , the big hole of less sturdy foam i sleep in is not visually as bad as it feels . therefore , they rejected my claim with not even an apology just because they could not see the issue being as bad as it is . so much for that . if you do not want to be forced to sleep in a sink hole , spend the money to not have to replace this one every 2 - 3 years - it will save you in the long run !","['sleeping', 'mattress', '3 years', 'comfy', 'sink', 'sleep', '140', 'replacement', 'warranty', 'foam', 'topper', 'apology', 'money', '2']","['Sleep Quality', 'Mattress', 'Duration', 'Comfort', 'Sinkage', 'Sleep Quality', 'Weight', 'Replace Products', 'Warranty', 'Foam', 'Mattress Topper', 'Apology', 'Price', 'Quantity']","i have been sleeping on this mattress for exactly 3 years . the first year was pretty comfy . second year it started to sink , and now i sleep in a big pit . i am 59 and 140 lbs . i contacted the company to get a replacement based on their warranty , but because it is foam with a pillowy topper which stays pretty even on top , the big hole of less sturdy foam i sleep in is not visually as bad as it feels . therefore , they rejected my claim with not even an apology just because they could not see the issue being as bad as it is . so much for that . if you do not want to be forced to sleep in a sink hole , spend the money to not have to replace this one every 2 - 3 years - it will save you in the long run !","['i', 'have', 'been', 'sleeping', 'on', 'this', 'mattress', 'for', 'exactly', '3', 'years', '.', 'the', 'first', 'year', 'was', 'pretty', 'comfy', '.', 'second', 'year', 'it', 'started', 'to', 'sink', ',', 'and', 'now', 'i', 'sleep', 'in', 'a', 'big', 'pit', '.', 'i', 'am', '59', 'and', '140', 'lbs', '.', 'i', 'contacted', 'the', 'company', 'to', 'get', 'a', 'replacement', 'based', 'on', 'their', 'warranty', ',', 'but', 'because', 'it', 'is', 'foam', 'with', 'a', 'pillowy', 'topper', 'which', 'stays', 'pretty', 'even', 'on', 'top', ',', 'the', 'big', 'hole', 'of', 'less', 'sturdy', 'foam', 'i', 'sleep', 'in', 'is', 'not', 'visually', 'as', 'bad', 'as', 'it', 'feels', '.', 'therefore', ',', 'they', 'rejected', 'my', 'claim', 'with', 'not', 'even', 'an', 'apology', 'just', 'because', 'they', 'could', 'not', 'see', 'the', 'issue', 'being', 'as', 'bad', 'as', 'it', 'is', '.', 'so', 'much', 'for', 'that', '.', 'if', 'you', 'do', 'not', 'want', 'to', 'be', 'forced', 'to', 'sleep', 'in', 'a', 'sink', 'hole', ',', 'spend', 'the', 'money', 'to', 'not', 'have', 'to', 'replace', 'this', 'one', 'every', '2', '-', '3', 'years', '-', 'it', 'will', 'save', 'you', 'in', 'the', 'long', 'run', '!']","[1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1]",1,0,"['O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sinkage', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Weight', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Replace Products', 'O', 'O', 'O', 'B-Warranty', 'O', 'O', 'O', 'O', 'O', 'B-Foam', 'O', 'O', 'O', 'B-Mattress Topper', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Foam', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Apology', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'B-Sinkage', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1349,"here an example of this bed : lay it on the floor , lay on it , and you are practically laying on the floor . it sinks right in ! i am afraid my daughter will be smothered in this ! hard return . always been a fan of lucid brand and will be ordering from them again with an apology for trying this crap","['bed', 'laying', 'daughter', 'return', 'ordering', 'apology']","['Bed', 'Laying On', 'Family Members', 'Return', 'Purchase', 'Apology']","here an example of this bed : lay it on the floor , lay on it , and you are practically laying on the floor . it sinks right in ! i am afraid my daughter will be smothered in this ! hard return . always been a fan of lucid brand and will be ordering from them again with an apology for trying this crap","['here', 'an', 'example', 'of', 'this', 'bed', ':', 'lay', 'it', 'on', 'the', 'floor', ',', 'lay', 'on', 'it', ',', 'and', 'you', 'are', 'practically', 'laying', 'on', 'the', 'floor', '.', 'it', 'sinks', 'right', 'in', '!', 'i', 'am', 'afraid', 'my', 'daughter', 'will', 'be', 'smothered', 'in', 'this', '!', 'hard', 'return', '.', 'always', 'been', 'a', 'fan', 'of', 'lucid', 'brand', 'and', 'will', 'be', 'ordering', 'from', 'them', 'again', 'with', 'an', 'apology', 'for', 'trying', 'this', 'crap']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'B-Bed', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Laying On', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Family Members', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Return', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'B-Apology', 'O', 'O', 'O', 'O']"
1350,"bought this for our guest bedroom . the original shipment was lost , seller gave me a small credit as an apology ( much appreciated ! ) and had the replacement out to my house within the next 2 - days which i felt was very reasonable given covid and all the delays with shipping , etc . great customer service . the mattress itself is incredibly comfortable , ill be curious to see what my guests think of it after a full - night rest .","['bought', 'guest', 'bedroom', 'original', 'apology', 'replacement', '2', 'days', 'reasonable', 'shipping', 'mattress', 'comfortable', 'full', 'night rest']","['Purchase', 'Family Members', 'Motorhome', 'Ordinal', 'Apology', 'Replace Products', 'Duration', 'Duration', 'Price', 'Delivery', 'Mattress', 'Comfort', 'Mattress Size', 'Sleep Quality']","bought this for our guest bedroom . the original shipment was lost , seller gave me a small credit as an apology ( much appreciated ! ) and had the replacement out to my house within the next 2 - days which i felt was very reasonable given covid and all the delays with shipping , etc . great customer service . the mattress itself is incredibly comfortable , ill be curious to see what my guests think of it after a full - night rest .","['bought', 'this', 'for', 'our', 'guest', 'bedroom', '.', 'the', 'original', 'shipment', 'was', 'lost', ',', 'seller', 'gave', 'me', 'a', 'small', 'credit', 'as', 'an', 'apology', '(', 'much', 'appreciated', '!', ')', 'and', 'had', 'the', 'replacement', 'out', 'to', 'my', 'house', 'within', 'the', 'next', '2', '-', 'days', 'which', 'i', 'felt', 'was', 'very', 'reasonable', 'given', 'covid', 'and', 'all', 'the', 'delays', 'with', 'shipping', ',', 'etc', '.', 'great', 'customer', 'service', '.', 'the', 'mattress', 'itself', 'is', 'incredibly', 'comfortable', ',', 'ill', 'be', 'curious', 'to', 'see', 'what', 'my', 'guests', 'think', 'of', 'it', 'after', 'a', 'full', '-', 'night', 'rest', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['B-Purchase', 'O', 'O', 'O', 'B-Family Members', 'B-Motorhome', 'O', 'O', 'B-Ordinal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Apology', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Replace Products', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'B-Duration', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Delivery', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress Size', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O']"
